App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Country
PeopleTV - Watch Celebrity News,FAMILY,4.3,2223,8.6M,"100,000+",Free,0,Teen,Entertainment,"March 28, 2018",1.2.0.8,4.1 and up,Canada
EW PDF,BOOKS_AND_REFERENCE,,0,8.7M,5+,Free,0,Everyone,Books & Reference,"February 14, 2018",1.0.2,4.4 and up,UNITED KINGDOM
EW Gate,BUSINESS,,0,12M,50+,Free,0,Everyone,Business,"April 16, 2018",3.07,4.0 and up,United States
EW Gate,BUSINESS,,0,12M,50+,Free,0,Everyone,Business,"April 16, 2018",3.07,4.0 and up,CANADA
EW Login,BUSINESS,,0,5.8M,10+,Free,0,Everyone,Business,"December 13, 2017",1.0.0,4.0.3 and up,United States
EW Login,BUSINESS,,0,5.8M,10+,Free,0,Everyone,Business,"December 13, 2017",1.0.0,4.0.3 and up,CANADA
EW Handbook,BUSINESS,,1,17M,100+,Free,0,Everyone,Business,"June 11, 2015",4,2.3.3 and up,United States
EW Handbook,BUSINESS,,1,17M,100+,Free,0,Everyone,Business,"June 11, 2015",4,2.3.3 and up,CANADA
European War 6: 1804,FAMILY,4.2,1330,96M,"10,000+",Paid,$0.99,Teen,Strategy,"July 18, 2018",1.1.0,4.4 and up,Canada
XCOM®: Enemy Within,FAMILY,4.2,13752,21M,"100,000+",Paid,$9.99,Mature 17+,Strategy,"October 24, 2017",1.7.0,4.0 and up,Canada
Mobile Strike,FAMILY,3.9,903392,Varies with device,"50,000,000+",Free,0,Everyone 10+,Strategy,"June 14, 2018",3.30.4.207,4.1 and up,Canada
European War 5:Empire,FAMILY,3.8,9513,82M,"100,000+",Free,0,Everyone 10+,Strategy,"June 8, 2018",1.2.6,4.0.3 and up,Canada
Raytheon F-16 EW 360 VR,FAMILY,4.5,6,22M,500+,Free,0,Everyone,Entertainment,"June 9, 2017",1.0.01,4.4 and up,Canada
Pregnant Emergency Surgery,FAMILY,3.8,127229,34M,"10,000,000+",Free,0,Everyone,Casual,"September 7, 2017",1.1.14,4.0 and up,Canada
Food Network,FAMILY,4.1,7823,Varies with device,"500,000+",Free,0,Teen,Entertainment,"July 27, 2018",Varies with device,Varies with device,Canada
TRANSFORMERS: Earth Wars,FAMILY,4.5,256219,95M,"10,000,000+",Free,0,Everyone,Strategy,"July 31, 2018",1.64.0.21247,4.2 and up,Canada
Beard Live Camera Photo Editor,BEAUTY,4.7,900,30M,"5,000+",Free,0,Everyone,Beauty,"March 25, 2018",1.1,4.0.3 and up,INDIA
No Pimple - Fun games,FAMILY,3.3,24091,16M,"5,000,000+",Free,0,Teen,Casual,"August 4, 2016",1.1.0,2.3 and up,Canada
Web Browser for Android,COMMUNICATION,4.1,55110,4.3M,"1,000,000+",Free,0,Everyone,Communication,"June 20, 2018",2.2,4.0 and up,UNITED KINGDOM
OMG Gross Zit - Date Nightmare,FAMILY,3.7,70105,67M,"10,000,000+",Free,0,Everyone,Casual,"June 6, 2018",1.0.3,4.1 and up,Canada
Garden Fever - Free!,FAMILY,3.9,13253,12M,"1,000,000+",Free,0,Everyone,Puzzle,"August 9, 2016",2.1.080,2.3 and up,Canada
Subway Simulator 3D,FAMILY,4.0,25489,62M,"1,000,000+",Free,0,Everyone,Simulation,"August 6, 2018",2.9.0,4.1 and up,Canada
XCOM: TBG,FAMILY,4.0,2294,95M,"100,000+",Free,0,Everyone,Entertainment,"January 9, 2017",1.2.1,2.3 and up,Canada
Deus Ex GO,FAMILY,4.5,9699,23M,"100,000+",Paid,$0.99,Teen,Puzzle,"July 23, 2018",2.1.111374,4.2 and up,Canada
Remote EX for NISSAN,COMMUNICATION,2.3,223,1.0M,"5,000+",Paid,$1.49,Everyone,Communication,"July 26, 2014",1.3,3.0 and up,UNITED KINGDOM
Get Over Your Ex,DATING,4.1,10,11M,"5,000+",Free,0,Everyone,Dating,"April 12, 2017",1.1,4.0.3 and up,CHINA
EX File Explorer File Manage Pro,PRODUCTIVITY,,1,6.3M,50+,Paid,$1.99,Everyone,Productivity,"August 6, 2017",1.0,4.0 and up,United States
Aurum Blade EX,FAMILY,4.3,28151,17M,"1,000,000+",Free,0,Everyone 10+,Role Playing,"June 4, 2015",1.0.2,2.2 and up,Canada
My Ex Girlfriend Comes Back,FAMILY,3.7,3258,26M,"500,000+",Free,0,Everyone,Casual,"March 4, 2016",1.0.0,2.3 and up,Canada
Gods Wars Ex : Vampire,FAMILY,3.9,1550,21M,"100,000+",Free,0,Teen,Role Playing,"October 28, 2017",1.0.6,3.0 and up,Canada
BakaReader EX,BOOKS_AND_REFERENCE,4.3,8894,2.3M,"100,000+",Free,0,Everyone,Books & Reference,"July 23, 2018",1.1.51,4.0 and up,UNITED KINGDOM
Ex Quotes,LIFESTYLE,4.4,129,8.1M,"50,000+",Free,0,Everyone 10+,Lifestyle,"June 16, 2018",3.0.1,4.1 and up,United States
Ex Service Taxis,BUSINESS,3.5,15,8.0M,"1,000+",Free,0,Everyone,Business,"October 21, 2015",20.7.9.2,2.3 and up,United States
Ex Service Taxis,BUSINESS,3.5,15,8.0M,"1,000+",Free,0,Everyone,Business,"October 21, 2015",20.7.9.2,2.3 and up,CANADA
S.O.L : Stone of Life EX,FAMILY,4.3,171220,42M,"5,000,000+",Free,0,Everyone 10+,Role Playing,"July 28, 2015",1.2.6,2.3.3 and up,Canada
How To Get Your Ex Back Fast,LIFESTYLE,4.0,22,19M,"5,000+",Free,0,Everyone,Lifestyle,"February 7, 2018",15.0,4.0.3 and up,United States
ExDialer PRO Key,COMMUNICATION,4.5,5474,17k,"100,000+",Paid,$3.99,Everyone,Communication,"January 15, 2014",81,2.1 and up,UNITED KINGDOM
EY Events,BUSINESS,2.5,31,54M,"10,000+",Free,0,Everyone,Business,"April 4, 2018",2.6,4.1 and up,United States
EY Events,BUSINESS,2.5,31,54M,"10,000+",Free,0,Everyone,Business,"April 4, 2018",2.6,4.1 and up,CANADA
EY GlobalOne,BUSINESS,2.7,11,6.8M,"1,000+",Free,0,Everyone,Business,"November 27, 2017",3.1.0,2.2 and up,United States
EY GlobalOne,BUSINESS,2.7,11,6.8M,"1,000+",Free,0,Everyone,Business,"November 27, 2017",3.1.0,2.2 and up,CANADA
EY Team Connect,PRODUCTIVITY,,0,38M,50+,Free,0,Everyone,Productivity,"June 8, 2018",1.20180531.3,5.0 and up,United States
EY eMentor,FAMILY,,5,44M,500+,Free,0,Everyone,Education,"November 3, 2016",1.0.0,4.4 and up,Canada
EY Conferences,BUSINESS,,1,30M,"1,000+",Free,0,Everyone,Business,"May 16, 2018",5.28,5.0 and up,United States
EY Conferences,BUSINESS,,1,30M,"1,000+",Free,0,Everyone,Business,"May 16, 2018",5.28,5.0 and up,CANADA
EY Africa,BUSINESS,,0,8.4M,100+,Free,0,Everyone,Business,"April 9, 2018",1.42.180409,4.2 and up,United States
EY Africa,BUSINESS,,0,8.4M,100+,Free,0,Everyone,Business,"April 9, 2018",1.42.180409,4.2 and up,CANADA
EY Tax Briefing,BUSINESS,,3,15M,100+,Free,0,Everyone,Business,"March 21, 2018",1.0,4.1 and up,United States
EY Tax Briefing,BUSINESS,,3,15M,100+,Free,0,Everyone,Business,"March 21, 2018",1.0,4.1 and up,CANADA
EY Digital Direct,BUSINESS,,0,27M,5+,Free,0,Everyone,Business,"August 3, 2018",2.0,6.0 and up,United States
EY Digital Direct,BUSINESS,,0,27M,5+,Free,0,Everyone,Business,"August 3, 2018",2.0,6.0 and up,CANADA
EY India Tax Insights,BUSINESS,4.7,87,5.1M,"10,000+",Free,0,Everyone,Business,"July 15, 2017",0.0.1,4.1 and up,United States
EY India Tax Insights,BUSINESS,4.7,87,5.1M,"10,000+",Free,0,Everyone,Business,"July 15, 2017",0.0.1,4.1 and up,CANADA
EY India CFO Insights,BUSINESS,4.7,37,10M,"5,000+",Free,0,Everyone,Business,"June 29, 2018",1.5,4.1 and up,United States
EY India CFO Insights,BUSINESS,4.7,37,10M,"5,000+",Free,0,Everyone,Business,"June 29, 2018",1.5,4.1 and up,CANADA
EY Digital Tax AR,BUSINESS,,2,19M,100+,Free,0,Everyone,Business,"September 29, 2017",1.6,4.0 and up,United States
EY Digital Tax AR,BUSINESS,,2,19M,100+,Free,0,Everyone,Business,"September 29, 2017",1.6,4.0 and up,CANADA
EY Divest,BUSINESS,,0,54M,5+,Free,0,Everyone,Business,"July 11, 2017",1.0.0,4.0 and up,United States
EY Divest,BUSINESS,,0,54M,5+,Free,0,Everyone,Business,"July 11, 2017",1.0.0,4.0 and up,CANADA
EY ATL Fuel Calculator,PRODUCTIVITY,4.4,15,3.1M,500+,Free,0,Everyone,Productivity,"July 21, 2018",12,2.1 and up,United States
EY Digi India Personal Tax,BUSINESS,4.0,2,1.7M,100+,Free,0,Everyone,Business,"May 24, 2018",5.0,4.0.3 and up,United States
EY Digi India Personal Tax,BUSINESS,4.0,2,1.7M,100+,Free,0,Everyone,Business,"May 24, 2018",5.0,4.0.3 and up,CANADA
EY Catalyst Reader,BUSINESS,,1,8.4M,5+,Free,0,Everyone,Business,"April 10, 2018",1.2.1,5.0 - 7.1.1,United States
EY Catalyst Reader,BUSINESS,,1,8.4M,5+,Free,0,Everyone,Business,"April 10, 2018",1.2.1,5.0 - 7.1.1,CANADA
Pink Guy - Ey B0ss,FAMILY,4.7,13,1.2M,500+,Free,0,Everyone,Entertainment,"May 4, 2016",1.0,4.0.3 and up,Canada
EY Staff ENTERTAINER,LIFESTYLE,4.3,218,19M,"10,000+",Free,0,Everyone,Lifestyle,"January 16, 2017",1.0.3,2.3 and up,United States
EY EMEIA Diversity & Inclusion,BUSINESS,,4,12M,500+,Free,0,Everyone,Business,"November 25, 2016",1.0.0,4.4 and up,United States
EY EMEIA Diversity & Inclusion,BUSINESS,,4,12M,500+,Free,0,Everyone,Business,"November 25, 2016",1.0.0,4.4 and up,CANADA
Ey Sey Storytime រឿងនិទានតាឥសី,FAMILY,4.7,1327,44M,"10,000+",Free,0,Everyone,Education;Education,"May 18, 2017",1.2.2,4.0.3 and up,Canada
EY Events Switzerland,PRODUCTIVITY,,1,18M,500+,Free,0,Teen,Productivity,"June 29, 2018",7.17.2.3,5.0 and up,United States
EY TaxLaw NL,BUSINESS,,9,3.3M,100+,Free,0,Everyone,Business,"July 3, 2018",3.0.1,4.1 and up,United States
EY TaxLaw NL,BUSINESS,,9,3.3M,100+,Free,0,Everyone,Business,"July 3, 2018",3.0.1,4.1 and up,CANADA
EY-Parthenon,BUSINESS,,1,30M,5+,Free,0,Everyone,Business,"June 25, 2018",5.30.01,5.1 and up,United States
EY-Parthenon,BUSINESS,,1,30M,5+,Free,0,Everyone,Business,"June 25, 2018",5.30.01,5.1 and up,CANADA
EY Oil & Gas,BUSINESS,4.6,20,15M,"1,000+",Free,0,Everyone,Business,"October 12, 2017",1.4.36,4.0.3 and up,United States
EY Oil & Gas,BUSINESS,4.6,20,15M,"1,000+",Free,0,Everyone,Business,"October 12, 2017",1.4.36,4.0.3 and up,CANADA
哈哈姆特不EY,COMMUNICATION,,239,18M,"10,000+",Free,0,Everyone,Communication,"July 31, 2018",1.3.4,4.4 and up,UNITED KINGDOM
Adhenarcos - Coupe Adhemar EY 2018,FAMILY,,0,13M,100+,Free,0,Teen,Entertainment,"January 10, 2018",1.0,4.1 and up,Canada
Everbridge,COMMUNICATION,3.1,497,36M,"100,000+",Free,0,Everyone,Communication,"July 17, 2018",8.6.2,4.4 and up,UNITED KINGDOM
I am Dentist - Save my Teeth,FAMILY,4.3,7443,33M,"100,000+",Free,0,Everyone,Casual,"September 29, 2016",1.0.11,3.0 and up,Canada
Best Auto Call Recorder Free,COMMUNICATION,3.7,7,4.3M,500+,Free,0,Everyone,Communication,"October 2, 2017",2.1,4.1 and up,UNITED KINGDOM
Organizer,PRODUCTIVITY,4.4,936,5.4M,"50,000+",Paid,$2.99,Everyone,Productivity,"June 17, 2018",2.96,4.0 and up,United States
EZ PZ RPG,FAMILY,3.8,70903,47M,"1,000,000+",Free,0,Everyone 10+,Role Playing,"October 27, 2016",2.164.4,2.3 and up,Canada
EZ Thanks,BUSINESS,3.2,116,Varies with device,"10,000+",Free,0,Everyone,Business,"June 13, 2018",Varies with device,Varies with device,United States
EZ Thanks,BUSINESS,3.2,116,Varies with device,"10,000+",Free,0,Everyone,Business,"June 13, 2018",Varies with device,Varies with device,CANADA
EZ Inspections,PRODUCTIVITY,2.8,160,7.6M,"10,000+",Free,0,Everyone,Productivity,"July 27, 2018",4.5.24,4.2 and up,United States
EZ-ELD Update,AUTO_AND_VEHICLES,3.1,14,4.6M,"1,000+",Free,0,Everyone,Auto & Vehicles,"February 9, 2018",16.00,4.3 and up,United States
EZ Display,PRODUCTIVITY,2.9,280,10.0M,"50,000+",Free,0,Everyone,Productivity,"November 14, 2014",1.0.0.457,4.0 and up,United States
EZ File Manager(Root Explorer),PRODUCTIVITY,3.5,626,1.2M,"100,000+",Free,0,Everyone,Productivity,"June 23, 2015",1.1,3.2 and up,United States
EZ-ELD Driver App (Free),AUTO_AND_VEHICLES,2.1,83,4.8M,"5,000+",Free,0,Everyone,Auto & Vehicles,"July 29, 2018",1.0.12,4.3 and up,United States
EZ Notes Lite,PRODUCTIVITY,4.4,69,3.5M,"1,000+",Free,0,Everyone,Productivity,"July 8, 2016",2.79,4.0 and up,United States
Ez Texting,BUSINESS,3.3,49,51k,"10,000+",Free,0,Everyone,Business,"January 18, 2012",0.59,2.1 and up,United States
Ez Texting,BUSINESS,3.3,49,51k,"10,000+",Free,0,Everyone,Business,"January 18, 2012",0.59,2.1 and up,CANADA
EZ View,BUSINESS,3.0,287,9.8M,"50,000+",Free,0,Everyone,Business,"October 26, 2015",1.0.0.32,4.0 and up,United States
EZ View,BUSINESS,3.0,287,9.8M,"50,000+",Free,0,Everyone,Business,"October 26, 2015",1.0.0.32,4.0 and up,CANADA
EZ Wifi Notification,COMMUNICATION,4.3,260,193k,"10,000+",Free,0,Everyone,Communication,"August 11, 2014",1.8,2.2 and up,UNITED KINGDOM
EZ Switch Widget,PRODUCTIVITY,4.2,2412,192k,"100,000+",Free,0,Everyone,Productivity,"September 27, 2012",0.1.8 beta,2.2 and up,United States
EZ-Builder Mobile,FAMILY,4.3,51,57M,"5,000+",Free,0,Everyone,Education,"April 2, 2018",2018.04.02.00,3.0 and up,Canada
My EZ-Link Mobile,LIFESTYLE,2.8,3187,11M,"100,000+",Free,0,Everyone,Lifestyle,"January 27, 2017",1.0.11,4.0 and up,United States
EZ Quran,BOOKS_AND_REFERENCE,4.6,595,8.5M,"50,000+",Free,0,Everyone,Books & Reference,"June 28, 2016",6.0,4.1 and up,UNITED KINGDOM
"FEABIE: Feedees, BBW, BHM & FA",DATING,3.7,1212,Varies with device,"100,000+",Free,0,Mature 17+,Dating,"February 16, 2018",4.4.1,4.1 and up,CHINA
Test Server SMS FA,COMMUNICATION,,0,1.8M,5+,Free,0,Everyone,Communication,"July 27, 2018",1.0,4.0.3 and up,UNITED KINGDOM
Facebook Face to Face Events,BUSINESS,4.4,4518,26M,"1,000,000+",Free,0,Everyone,Business,"March 1, 2018",1.5,4.1 and up,United States
Facebook Face to Face Events,BUSINESS,4.4,4518,26M,"1,000,000+",Free,0,Everyone,Business,"March 1, 2018",1.5,4.1 and up,CANADA
FA Part 1 & 2 Past Papers Solved Free – Offline,BOOKS_AND_REFERENCE,3.9,46,3.0M,"5,000+",Free,0,Everyone,Books & Reference,"April 30, 2018",1.1,4.0 and up,UNITED KINGDOM
Il Coccodrillo Come Fa,FAMILY,3.4,17,246k,"1,000+",Free,0,Everyone,Entertainment,"November 21, 2014",1.0,4.0 and up,Canada
Dio Fa Cose,FAMILY,,35,1.3M,"1,000+",Free,0,Everyone,Entertainment,"March 15, 2018",1.0,2.3.3 and up,Canada
F.A Sumon songs,FAMILY,,6,5.4M,"1,000+",Free,0,Everyone,Entertainment,"March 18, 2018",1.1,4.1 and up,Canada
Farm Heroes Saga,FAMILY,4.4,7615646,71M,"100,000,000+",Free,0,Everyone,Casual,"August 7, 2018",5.2.6,2.3 and up,Canada
All AJK Board Matric Fa Fsc Results,FAMILY,,0,2.6M,10+,Free,0,Everyone,Education,"July 22, 2018",1.0,4.0 and up,Canada
Fallout Shelter,FAMILY,4.6,2721923,25M,"10,000,000+",Free,0,Teen,Simulation,"June 11, 2018",1.13.12,4.1 and up,Canada
Block Puzzle - Wood Legend,FAMILY,4.4,318867,10M,"10,000,000+",Free,0,Everyone,Puzzle,"July 6, 2018",26.0,4.0.3 and up,Canada
Fart sound pranks,FAMILY,3.8,283823,Varies with device,"50,000,000+",Free,0,Everyone 10+,Casual,"November 23, 2016",Varies with device,Varies with device,Canada
Facebook Pages Manager,BUSINESS,4.0,1279800,Varies with device,"50,000,000+",Free,0,Everyone,Business,"August 6, 2018",Varies with device,Varies with device,United States
Facebook Pages Manager,BUSINESS,4.0,1279800,Varies with device,"50,000,000+",Free,0,Everyone,Business,"August 6, 2018",Varies with device,Varies with device,CANADA
Facebook Ads Manager,BUSINESS,4.1,19051,Varies with device,"1,000,000+",Free,0,Everyone,Business,"August 1, 2018",99.0.0.35.75,4.1 and up,United States
Facebook Ads Manager,BUSINESS,4.1,19051,Varies with device,"1,000,000+",Free,0,Everyone,Business,"August 1, 2018",99.0.0.35.75,4.1 and up,CANADA
Who Viewed My FB Profile,FAMILY,3.4,121,6.3M,"10,000+",Free,0,Everyone,Entertainment,"December 26, 2017",2.0,4.0.3 and up,Canada
Lite for Facebook Messenger,COMMUNICATION,4.3,76498,4.3M,"1,000,000+",Free,0,Teen,Communication,"June 20, 2018",6.3.2,Varies with device,UNITED KINGDOM
Who viewed my fb profile pro★★,FAMILY,4.5,6396,4.2M,"100,000+",Free,0,Everyone,Entertainment,"August 17, 2017",24.4,4.1 and up,Canada
MultiMessage for FB Messenger,PRODUCTIVITY,4.2,182,7.0M,"50,000+",Free,0,Everyone,Productivity,"April 28, 2018",1.0.1,4.2 and up,United States
Messenger Kids – Safer Messaging and Video Chat,FAMILY,4.2,3478,Varies with device,"500,000+",Free,0,Everyone,Communication;Creativity,"August 6, 2018",33.0.0.22.76,4.4 and up,Canada
FB Live,BUSINESS,3.7,27,18M,"5,000+",Free,0,Everyone,Business,"May 17, 2018",1.2.0,5.0 and up,United States
FB Live,BUSINESS,3.7,27,18M,"5,000+",Free,0,Everyone,Business,"May 17, 2018",1.2.0,5.0 and up,CANADA
IDM for Facebook ★ Downloader,PRODUCTIVITY,4.3,1905,3.1M,"100,000+",Free,0,Everyone,Productivity,"October 17, 2015",7.95,2.3 and up,United States
EasyLive - FB Live Helper,BUSINESS,,6,3.7M,500+,Free,0,Teen,Business,"June 25, 2018",1.9.0,5.0 and up,United States
EasyLive - FB Live Helper,BUSINESS,,6,3.7M,500+,Free,0,Teen,Business,"June 25, 2018",1.9.0,5.0 and up,CANADA
Classic FC 64 IN 1,FAMILY,4.2,1749,6.2M,"100,000+",Free,0,Everyone,Casual,"December 29, 2017",1.0.0,2.3 and up,Canada
Cambridge English FC,FAMILY,4.4,761,11M,"50,000+",Free,0,Everyone,Education,"October 6, 2016",2.1.0,4.0 and up,Canada
File Commander - File Manager/Explorer,BUSINESS,4.3,758590,12M,"100,000,000+",Free,0,Everyone,Business,"August 2, 2018",Varies with device,4.1 and up,United States
File Commander - File Manager/Explorer,BUSINESS,4.3,758590,12M,"100,000,000+",Free,0,Everyone,Business,"August 2, 2018",Varies with device,4.1 and up,CANADA
Chelsea FC Official Keyboard,PRODUCTIVITY,4.5,91397,14M,"1,000,000+",Free,0,Everyone,Productivity,"July 3, 2018",3.4.4,5.0 and up,United States
FC Browser - Focus Privacy Browser,COMMUNICATION,4.1,26,4.6M,"1,000+",Free,0,Everyone,Communication,"November 24, 2017",1.0,5.0 and up,UNITED KINGDOM
FD VR Video Player - (Stored),FAMILY,3.9,751,17M,"100,000+",Free,0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up,Canada
FD Mobile,FAMILY,3.9,53,7.9M,"5,000+",Free,0,Everyone,Entertainment,"September 20, 2017",2.1.2,4.0.3 and up,Canada
FD VR - Virtual 3D Web Browser,FAMILY,3.8,729,30M,"100,000+",Free,0,Everyone,Entertainment,"March 9, 2018",4.6.12c,4.4 and up,Canada
Female Daily,BEAUTY,3.9,4354,42M,"100,000+",Free,0,Teen,Beauty,"August 6, 2018",2.5.1,4.0.3 and up,INDIA
FD VR Player - for 360 Youtube,FAMILY,3.9,100,9.1M,"10,000+",Free,0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up,Canada
FD VR Store -VR Games and Apps,FAMILY,4.0,105,7.5M,"10,000+",Free,0,Everyone,Simulation,"November 30, 2016",3.6.1,4.4 and up,Canada
FD VR - Virtual Reality Camera,FAMILY,4.0,1007,7.4M,"100,000+",Free,0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up,Canada
FD VR Theater - for Youtube VR,FAMILY,4.1,4585,9.1M,"1,000,000+",Free,0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up,Canada
Story Time FD,FAMILY,5.0,2,4.2M,10+,Free,0,Everyone 10+,Simulation,"March 25, 2016",1.1,1.6 and up,Canada
FD VR Cardboard Featured 360 Videos,FAMILY,4.2,76,35M,"10,000+",Free,0,Everyone,Entertainment,"December 19, 2017",4.5.1c,4.4 and up,Canada
FD VR Player - for Youtube 3D,FAMILY,4.0,2378,9.1M,"500,000+",Free,0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up,Canada
FD VR Music Videos - MTV Pop and Rap in 360,FAMILY,4.9,15,26M,"1,000+",Free,0,Everyone,Entertainment,"December 19, 2017",4.5.3c,4.4 and up,Canada
FD VR - Virtual Photo Gallery,FAMILY,3.5,179,7.4M,"10,000+",Free,0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up,Canada
Fire Emblem Heroes,FAMILY,4.6,407694,Varies with device,"5,000,000+",Free,0,Teen,Simulation,"July 19, 2018",2.7.1,4.2 and up,Canada
FE Civil Engineering Exam Prep,FAMILY,2.8,9,21M,"1,000+",Free,0,Everyone,Education,"July 27, 2018",5.33.3669,5.0 and up,Canada
FE Mechanical Engineering Prep,FAMILY,1.0,2,21M,"1,000+",Free,0,Everyone,Education,"July 27, 2018",5.33.3669,5.0 and up,Canada
FE Mobile,BUSINESS,3.0,2,8.0M,10+,Free,0,Everyone,Business,"July 10, 2018",1.4.5,4.1 and up,United States
FE Mobile,BUSINESS,3.0,2,8.0M,10+,Free,0,Everyone,Business,"July 10, 2018",1.4.5,4.1 and up,CANADA
Comunidad De Fe Minitries,LIFESTYLE,5.0,19,11M,500+,Free,0,Everyone,Lifestyle,"March 1, 2018",1.1,4.1 and up,United States
FE Other Disciplines Engineering Exam Prep,FAMILY,,0,21M,100+,Free,0,Everyone,Education,"July 27, 2018",5.33.3669,5.0 and up,Canada
FE EN ACCIÓN RADIO,FAMILY,,1,2.9M,10+,Free,0,Everyone,Entertainment,"July 5, 2018",1.4,5.0 and up,Canada
FE Electric & Comp Engineering,FAMILY,,2,20M,500+,Free,0,Everyone,Education,"July 27, 2018",5.33.3669,5.0 and up,Canada
FE Chemical Engineering Exam Prep,FAMILY,,2,20M,100+,Free,0,Everyone,Education,"July 27, 2018",5.33.3669,5.0 and up,Canada
Safe Santa Fe,FAMILY,5.0,2,12M,"1,000+",Free,0,Everyone,Education,"July 4, 2016",1.0,4.0 and up,Canada
La Fe de Jesus,BOOKS_AND_REFERENCE,,8,658k,"1,000+",Free,0,Everyone,Books & Reference,"January 31, 2017",,3.0 and up,UNITED KINGDOM
Santa Fe Indian Market,FAMILY,3.8,4,30M,500+,Free,0,Everyone,Entertainment,"July 23, 2018",5.11,5.0 and up,Canada
Repair Hyundai Santa Fe,AUTO_AND_VEHICLES,3.9,22,97M,"1,000+",Free,0,Everyone,Auto & Vehicles,"January 31, 2018",1.0,4.0 and up,United States
La Fe de Jesús,BOOKS_AND_REFERENCE,,10,2.9M,500+,Free,0,Everyone,Books & Reference,"August 23, 2017",1,4.0.3 and up,UNITED KINGDOM
FE Connect Drive-Tech,BUSINESS,,0,20M,100+,Free,0,Everyone,Business,"February 12, 2018",1.2.1.0,4.1 and up,United States
FE Connect Drive-Tech,BUSINESS,,0,20M,100+,Free,0,Everyone,Business,"February 12, 2018",1.2.1.0,4.1 and up,CANADA
FE Mix - Jokes - Status - Wallpaper,FAMILY,,3,3.0M,"1,000+",Free,0,Everyone,Entertainment,"June 2, 2018",2.1,4.4 and up,Canada
Curso Básico y Avanzado la Fe de Jesús Audio-Texto,FAMILY,,0,11M,10+,Free,0,Everyone 10+,Education,"July 12, 2018",1.0,4.0 and up,Canada
Ríos de Fe,LIFESTYLE,5.0,141,15M,"1,000+",Free,0,Everyone,Lifestyle,"March 24, 2018",1.8,4.1 and up,United States
Le Fe de Jesus,BOOKS_AND_REFERENCE,,3,4.1M,500+,Free,0,Everyone,Books & Reference,"December 17, 2015",1.0,2.3.3 and up,UNITED KINGDOM
FG Mobile,FAMILY,3.3,130,13M,"5,000+",Free,0,Everyone,Education,"December 21, 2017",2.0.0,4.0 and up,Canada
FG Autumn Photo Puzzle,FAMILY,,0,4.6M,10+,Free,0,Everyone,Puzzle,"August 23, 2017",1.0,4.0 and up,Canada
Radio FG Paris Underground,FAMILY,,3,1.7M,100+,Free,0,Teen,Entertainment,"July 26, 2015",2,2.2 and up,Canada
FG Radio - Radios de France,FAMILY,,0,6.5M,10+,Free,0,Everyone,Entertainment,"June 10, 2018",1.0,4.2 and up,Canada
FG. Chic - House Lounge Musique - Radios de France,FAMILY,,1,6.5M,50+,Free,0,Everyone,Entertainment,"June 9, 2018",1.0,4.2 and up,Canada
Survival Prison Escape v2: Free Action Game,FAMILY,4.1,44027,52M,"5,000,000+",Free,0,Mature 17+,Strategy,"February 21, 2018",1.0.9,2.3 and up,Canada
